X[m], Y[m], Z[m], Power[dBm], Phase[deg], nCap, nAnalyticPath, nAfterFiltering, nDuplicateRemoved
-18.288, -35.607, 0, -60.516, -9.4682, 62, 12, 12, 1
-18.288, -35.107, 0, -60.46, 167.19, 62, 12, 12, 1
-18.288, -34.607, 0, -60.403, -21.443, 62, 12, 12, 1
-17.788, -40.107, 0, -60.974, 140.06, 62, 12, 12, 1
-17.788, -39.607, 0, -60.92, 5.409, 62, 12, 12, 1
-17.788, -39.107, 0, -60.865, -133.78, 62, 12, 12, 1
-17.788, -38.607, 0, -60.81, 82.421, 62, 12, 12, 1
-17.788, -38.107, 0, -60.755, -66.068, 62, 12, 12, 1
-17.788, -37.607, 0, -60.7, 140.68, 62, 12, 12, 1
-17.788, -37.107, 0, -60.645, -17.423, 62, 12, 12, 1
-17.788, -36.607, 0, -60.589, 179.55, 62, 12, 12, 1
-17.788, -36.107, 0, -60.533, 11.522, 62, 12, 12, 1
-17.788, -35.607, 0, -60.476, -161.6, 62, 12, 12, 1
-17.788, -35.107, 0, -60.42, 20.11, 62, 12, 12, 1
-17.788, -34.607, 0, -60.363, -163.44, 62, 12, 12, 1
-17.288, -40.107, 0, -60.937, -61.496, 62, 12, 12, 1
-17.288, -39.607, 0, -60.883, 168.68, 62, 12, 12, 1
-17.288, -39.107, 0, -60.828, 34.348, 62, 12, 12, 1
-17.288, -38.607, 0, -60.773, -104.57, 62, 12, 12, 1
-17.288, -38.107, 0, -60.717, 111.86, 62, 12, 12, 1
-17.288, -37.607, 0, -60.662, -36.451, 62, 12, 12, 1
-17.288, -37.107, 0, -60.606, 170.42, 62, 12, 12, 1
-17.288, -36.607, 0, -60.55, 12.399, 62, 12, 12, 1
-17.288, -36.107, 0, -60.493, -150.6, 62, 12, 12, 1
-17.288, -35.607, 0, -60.437, 41.333, 62, 12, 12, 1
-17.288, -35.107, 0, -60.38, -131.88, 62, 12, 12, 1
-17.288, -34.607, 0, -60.323, 49.681, 62, 12, 12, 1
-16.788, -40.107, 0, -60.901, 91.705, 62, 12, 12, 1
-16.788, -39.607, 0, -60.846, -33.272, 62, 12, 12, 1
-16.788, -39.107, 0, -60.79, -162.73, 62, 12, 12, 1
-16.788, -38.607, 0, -60.735, 63.268, 62, 12, 12, 1
-16.788, -38.107, 0, -60.679, -75.368, 62, 12, 12, 1
-16.788, -37.607, 0, -60.623, 141.29, 62, 12, 12, 1
-16.788, -37.107, 0, -60.567, -6.8389, 62, 12, 12, 1
-16.788, -36.607, 0, -60.511, -159.84, 62, 12, 12, 1
-16.788, -36.107, 0, -60.454, 42.219, 62, 12, 12, 1
-16.788, -35.607, 0, -60.397, -120.76, 62, 12, 12, 1
-16.788, -35.107, 0, -60.34, 71.143, 62, 12, 12, 1
-16.788, -34.607, 0, -60.282, -102.16, 62, 12, 12, 1
-16.288, -40.107, 0, -60.864, -120.42, 62, 12, 12, 1
-16.288, -39.607, 0, -60.809, 119.47, 62, 12, 12, 1
-16.288, -39.107, 0, -60.753, -5.0827, 62, 12, 12, 1
-16.288, -38.607, 0, -60.697, -134.16, 62, 12, 12, 1
-16.288, -38.107, 0, -60.641, 92.167, 62, 12, 12, 1
-16.288, -37.607, 0, -60.585, -46.183, 62, 12, 12, 1
-16.288, -37.107, 0, -60.528, 170.71, 62, 12, 12, 1
-16.288, -36.607, 0, -60.471, 22.768, 62, 12, 12, 1
-16.288, -36.107, 0, -60.414, -130.09, 62, 12, 12, 1
-16.288, -35.607, 0, -60.357, 72.039, 62, 12, 12, 1
-16.288, -35.107, 0, -60.299, -90.916, 62, 12, 12, 1
-16.288, -34.607, 0, -60.241, 100.95, 62, 12, 12, 1
-15.788, -40.107, 0, -60.827, 22.058, 62, 12, 12, 1
-15.788, -39.607, 0, -60.771, -93.167, 62, 12, 12, 1
-15.788, -39.107, 0, -60.716, 147.2, 62, 12, 12, 1
-15.788, -38.607, 0, -60.659, 23.07, 62, 12, 12, 1
-15.788, -38.107, 0, -60.603, -105.62, 62, 12, 12, 1
-15.788, -37.607, 0, -60.546, 121.05, 62, 12, 12, 1
-15.788, -37.107, 0, -60.489, -17.013, 62, 12, 12, 1
-15.788, -36.607, 0, -60.432, -159.88, 62, 12, 12, 1
-15.788, -36.107, 0, -60.375, 52.37, 62, 12, 12, 1
-15.788, -35.607, 0, -60.317, -100.36, 62, 12, 12, 1
-15.788, -35.107, 0, -60.259, 101.86, 62, 12, 12, 1
-15.788, -34.607, 0, -60.201, -61.072, 62, 12, 12, 1
-19.288, -34.28, 0, -60.447, 101.7, 62, 12, 12, 1
-19.288, -33.78, 0, -60.39, -106, 62, 12, 12, 1
-19.288, -33.28, 0, -60.334, 40.749, 62, 12, 12, 1
-19.288, -32.78, 0, -60.277, -178.15, 62, 12, 12, 1
-19.288, -32.28, 0, -60.219, -42.795, 62, 12, 12, 1
-19.288, -31.78, 0, -60.162, 86.735, 62, 12, 12, 1
-19.288, -31.28, 0, -60.104, -149.66, 62, 12, 12, 1
-19.288, -30.78, 0, -60.045, -32.062, 62, 12, 12, 1
-19.288, -30.28, 0, -59.987, 79.423, 62, 12, 12, 1
-19.288, -29.78, 0, -59.928, -175.3, 62, 12, 12, 1
-19.288, -29.28, 0, -59.868, -76.324, 62, 12, 12, 1
-19.288, -28.78, 0, -59.808, 16.248, 62, 12, 12, 1
-18.788, -34.28, 0, -60.407, -27.496, 62, 12, 12, 1
-18.788, -33.78, 0, -60.35, 129.86, 62, 12, 12, 1
-18.788, -33.28, 0, -60.293, -78.323, 62, 12, 12, 1
-18.788, -32.78, 0, -60.235, 67.868, 62, 12, 12, 1
-18.788, -32.28, 0, -60.178, -151.66, 62, 12, 12, 1
-18.788, -31.78, 0, -60.12, -16.996, 62, 12, 12, 1
-18.788, -31.28, 0, -60.062, 111.76, 62, 12, 12, 1
-18.788, -30.78, 0, -60.003, -125.47, 62, 12, 12, 1
-18.788, -30.28, 0, -59.944, -8.8034, 62, 12, 12, 1
-18.788, -29.78, 0, -59.884, 101.68, 62, 12, 12, 1
-18.788, -29.28, 0, -59.825, -154.13, 62, 12, 12, 1
-18.788, -28.78, 0, -59.765, -56.332, 62, 12, 12, 1
-18.288, -34.28, 0, -60.366, -161.39, 62, 12, 12, 1
-18.288, -33.78, 0, -60.309, 1.0554, 62, 12, 12, 1
-18.288, -33.28, 0, -60.252, 157.98, 62, 12, 12, 1
-18.288, -32.78, 0, -60.194, -50.699, 62, 12, 12, 1
-18.288, -32.28, 0, -60.136, 94.925, 62, 12, 12, 1
-18.288, -31.78, 0, -60.078, -125.24, 62, 12, 12, 1
-18.288, -31.28, 0, -60.019, 8.7093, 62, 12, 12, 1
-18.288, -30.78, 0, -59.96, 136.68, 62, 12, 12, 1
-18.288, -30.28, 0, -59.901, -101.42, 62, 12, 12, 1
-18.288, -29.78, 0, -59.841, 14.301, 62, 12, 12, 1
-18.288, -29.28, 0, -59.781, 123.75, 62, 12, 12, 1
-18.288, -28.78, 0, -59.721, -133.17, 62, 12, 12, 1
-17.788, -34.28, 0, -60.326, 59.95, 62, 12, 12, 1
-17.788, -33.78, 0, -60.268, -132.49, 62, 12, 12, 1
-17.788, -33.28, 0, -60.21, 29.578, 62, 12, 12, 1
-17.788, -32.78, 0, -60.152, -173.94, 62, 12, 12, 1
-17.788, -32.28, 0, -60.094, -23.126, 62, 12, 12, 1
-17.788, -31.78, 0, -60.035, 121.92, 62, 12, 12, 1
-17.788, -31.28, 0, -59.976, -98.903, 62, 12, 12, 1
-17.788, -30.78, 0, -59.917, 34.318, 62, 12, 12, 1
-17.788, -30.28, 0, -59.857, 161.48, 62, 12, 12, 1
-17.788, -29.78, 0, -59.797, -77.507, 62, 12, 12, 1
-17.788, -29.28, 0, -59.737, 37.246, 62, 12, 12, 1
-17.788, -28.78, 0, -59.676, 145.64, 62, 12, 12, 1
-17.288, -34.28, 0, -60.285, -83.571, 62, 12, 12, 1
-17.288, -33.78, 0, -60.227, 89.14, 62, 12, 12, 1
-17.288, -33.28, 0, -60.169, -103.62, 62, 12, 12, 1
-17.288, -32.78, 0, -60.111, 58.07, 62, 12, 12, 1
-17.288, -32.28, 0, -60.052, -145.9, 62, 12, 12, 1
-17.288, -31.78, 0, -59.993, 4.3941, 62, 12, 12, 1
-17.288, -31.28, 0, -59.934, 148.84, 62, 12, 12, 1
-17.288, -30.78, 0, -59.874, -72.647, 62, 12, 12, 1
-17.288, -30.28, 0, -59.814, 59.828, 62, 12, 12, 1
-17.288, -29.78, 0, -59.754, -173.83, 62, 12, 12, 1
-17.288, -29.28, 0, -59.693, -53.734, 62, 12, 12, 1
-17.288, -28.78, 0, -59.632, 60.026, 62, 12, 12, 1
-16.788, -34.28, 0, -60.244, 127.96, 62, 12, 12, 1
-16.788, -33.78, 0, -60.186, -54.139, 62, 12, 12, 1
-16.788, -33.28, 0, -60.128, 118.32, 62, 12, 12, 1
-16.788, -32.78, 0, -60.069, -74.764, 62, 12, 12, 1
-16.788, -32.28, 0, -60.01, 86.531, 62, 12, 12, 1
-16.788, -31.78, 0, -59.951, -117.9, 62, 12, 12, 1
-16.788, -31.28, 0, -59.891, 31.86, 62, 12, 12, 1
-16.788, -30.78, 0, -59.831, 175.7, 62, 12, 12, 1
-16.788, -30.28, 0, -59.77, -46.475, 62, 12, 12, 1
-16.788, -29.78, 0, -59.71, 85.234, 62, 12, 12, 1
-16.788, -29.28, 0, -59.649, -149.27, 62, 12, 12, 1
-16.788, -28.78, 0, -59.587, -30.106, 62, 12, 12, 1
-20.49, -28.716, 0, -59.906, -160.58, 62, 12, 12, 1
-20.49, -28.216, 0, -59.846, -87.767, 62, 12, 12, 1
-20.49, -27.716, 0, -59.786, -21.591, 62, 12, 12, 1
-20.49, -27.216, 0, -59.726, 37.845, 62, 12, 12, 1
-20.49, -26.716, 0, -59.665, 90.442, 62, 12, 12, 1
-20.49, -26.216, 0, -59.604, 136.1, 62, 12, 12, 1
-20.49, -25.716, 0, -59.542, 174.7, 62, 12, 12, 1
-20.49, -25.216, 0, -59.48, -153.84, 62, 12, 12, 1
-20.49, -24.716, 0, -59.417, -129.63, 62, 12, 12, 1
-19.99, -28.716, 0, -59.862, 137.41, 62, 12, 12, 1
-19.99, -28.216, 0, -59.802, -144.65, 62, 12, 12, 1
-19.99, -27.716, 0, -59.742, -73.33, 62, 12, 12, 1
-19.99, -27.216, 0, -59.681, -8.7451, 62, 12, 12, 1
-19.99, -26.716, 0, -59.62, 49.005, 62, 12, 12, 1
-19.99, -26.216, 0, -59.559, 99.818, 62, 12, 12, 1
-19.99, -25.716, 0, -59.497, 143.59, 62, 12, 12, 1
-19.99, -25.216, 0, -59.434, -179.79, 62, 12, 12, 1
-19.99, -24.716, 0, -59.372, -150.42, 62, 12, 12, 1
-19.49, -28.716, 0, -59.818, 71.334, 62, 12, 12, 1
-19.49, -28.216, 0, -59.758, 154.46, 62, 12, 12, 1
-19.49, -27.716, 0, -59.698, -129.04, 62, 12, 12, 1
-19.49, -27.216, 0, -59.637, -59.256, 62, 12, 12, 1
-19.49, -26.716, 0, -59.575, 3.6986, 62, 12, 12, 1
-19.49, -26.216, 0, -59.514, 59.721, 62, 12, 12, 1
-19.49, -25.716, 0, -59.451, 108.71, 62, 12, 12, 1
-19.49, -25.216, 0, -59.389, 150.55, 62, 12, 12, 1
-19.49, -24.716, 0, -59.325, -174.87, 62, 12, 12, 1
-18.99, -28.716, 0, -59.775, 1.1198, 62, 12, 12, 1
-18.99, -28.216, 0, -59.714, 89.47, 62, 12, 12, 1
-18.99, -27.716, 0, -59.653, 171.21, 62, 12, 12, 1
-18.99, -27.216, 0, -59.592, -113.76, 62, 12, 12, 1
-18.99, -26.716, 0, -59.53, -45.557, 62, 12, 12, 1
-18.99, -26.216, 0, -59.468, 15.726, 62, 12, 12, 1
-18.99, -25.716, 0, -59.406, 69.977, 62, 12, 12, 1
-18.99, -25.216, 0, -59.343, 117.09, 62, 12, 12, 1
-18.99, -24.716, 0, -59.279, 156.95, 62, 12, 12, 1
-18.49, -28.716, 0, -59.731, -73.316, 62, 12, 12, 1
-18.49, -28.216, 0, -59.67, 20.305, 62, 12, 12, 1
-18.49, -27.716, 0, -59.609, 107.33, 62, 12, 12, 1
-18.49, -27.216, 0, -59.547, -172.35, 62, 12, 12, 1
-18.49, -26.716, 0, -59.485, -98.843, 62, 12, 12, 1
-18.49, -26.216, 0, -59.423, -32.249, 62, 12, 12, 1
-18.49, -25.716, 0, -59.36, 27.321, 62, 12, 12, 1
-18.49, -25.216, 0, -59.296, 79.755, 62, 12, 12, 1
-18.49, -24.716, 0, -59.232, 124.94, 62, 12, 12, 1
-17.99, -28.716, 0, -59.686, -152.06, 62, 12, 12, 1
-17.99, -28.216, 0, -59.625, -53.119, 62, 12, 12, 1
-17.99, -27.716, 0, -59.564, 39.234, 62, 12, 12, 1
-17.99, -27.216, 0, -59.502, 124.9, 62, 12, 12, 1
-17.99, -26.716, 0, -59.439, -156.24, 62, 12, 12, 1
-17.99, -26.216, 0, -59.377, -84.284, 62, 12, 12, 1
-17.99, -25.716, 0, -59.313, -19.344, 62, 12, 12, 1
-17.99, -25.216, 0, -59.25, 38.468, 62, 12, 12, 1
-17.99, -24.716, 0, -59.185, 89.039, 62, 12, 12, 1
-17.49, -28.716, 0, -59.642, 124.81, 62, 12, 12, 1
-17.49, -28.216, 0, -59.58, -130.89, 62, 12, 12, 1
-17.49, -27.716, 0, -59.519, -33.154, 62, 12, 12, 1
-17.49, -27.216, 0, -59.456, 57.899, 62, 12, 12, 1
-17.49, -26.716, 0, -59.394, 142.17, 62, 12, 12, 1
-17.49, -26.216, 0, -59.33, -140.46, 62, 12, 12, 1
-17.49, -25.716, 0, -59.267, -70.1, 62, 12, 12, 1
-17.49, -25.216, 0, -59.203, -6.8575, 62, 12, 12, 1
-17.49, -24.716, 0, -59.138, 49.151, 62, 12, 12, 1
-16.99, -28.716, 0, -59.597, 37.208, 62, 12, 12, 1
-16.99, -28.216, 0, -59.535, 146.92, 62, 12, 12, 1
-16.99, -27.716, 0, -59.473, -109.92, 62, 12, 12, 1
-16.99, -27.216, 0, -59.411, -13.43, 62, 12, 12, 1
-16.99, -26.716, 0, -59.348, 76.29, 62, 12, 12, 1
-16.99, -26.216, 0, -59.284, 159.13, 62, 12, 12, 1
-16.99, -25.716, 0, -59.22, -125.03, 62, 12, 12, 1
-16.99, -25.216, 0, -59.156, -56.307, 62, 12, 12, 1
-16.99, -24.716, 0, -59.091, 5.1946, 62, 12, 12, 1
-16.5, -27.677, 0, -59.424, -146.75, 62, 12, 12, 1
-16.5, -27.177, 0, -59.361, -45.398, 62, 12, 12, 1
-16.5, -26.677, 0, -59.297, 49.183, 62, 12, 12, 1
-16, -27.677, 0, -59.378, 127.98, 62, 12, 12, 1
-16, -27.177, 0, -59.315, -125.14, 62, 12, 12, 1
-16, -26.677, 0, -59.251, -25, 62, 12, 12, 1
-15.5, -27.677, 0, -59.332, 38.054, 62, 12, 12, 1
-15.5, -27.177, 0, -59.268, 150.53, 62, 12, 12, 1
-15.5, -26.677, 0, -59.204, -103.73, 62, 12, 12, 1
-19.306, -24.477, 0, -59.278, -148.34, 62, 12, 12, 1
-19.306, -23.977, 0, -59.214, -122.73, 62, 12, 12, 1
-19.306, -23.477, 0, -59.149, -104.66, 62, 12, 12, 1
-19.306, -22.977, 0, -59.084, -94.222, 62, 12, 12, 1
-19.306, -22.477, 0, -59.018, -91.538, 62, 12, 12, 1
-19.306, -21.977, 0, -58.952, -96.722, 62, 12, 12, 1
-19.306, -21.477, 0, -58.885, -109.89, 62, 12, 12, 1
-19.306, -20.977, 0, -58.818, -131.16, 62, 12, 12, 1
-19.306, -20.477, 0, -58.75, -160.64, 62, 12, 12, 1
-19.306, -19.977, 0, -58.681, 161.54, 62, 12, 12, 1
-19.306, -19.477, 0, -58.612, 115.26, 62, 12, 12, 1
-19.306, -18.977, 0, -58.542, 60.408, 62, 12, 12, 1
-19.306, -18.477, 0, -58.471, -3.14, 62, 12, 12, 1
-19.306, -17.977, 0, -58.4, -75.506, 62, 12, 12, 1
-19.306, -17.477, 0, -58.328, -156.81, 63, 12, 12, 1
-19.306, -16.977, 0, -58.255, 112.82, 63, 12, 12, 1
-19.306, -16.477, 0, -58.182, 13.269, 63, 12, 12, 1
-18.806, -24.477, 0, -59.231, -175.39, 62, 12, 12, 1
-18.806, -23.977, 0, -59.167, -144.49, 62, 12, 12, 1
-18.806, -23.477, 0, -59.102, -121.12, 62, 12, 12, 1
-18.806, -22.977, 0, -59.037, -105.39, 62, 12, 12, 1
-18.806, -22.477, 0, -58.971, -97.418, 62, 12, 12, 1
-18.806, -21.977, 0, -58.904, -97.32, 62, 12, 12, 1
-18.806, -21.477, 0, -58.837, -105.21, 62, 12, 12, 1
-18.806, -20.977, 0, -58.769, -121.21, 62, 12, 12, 1
-18.806, -20.477, 0, -58.701, -145.44, 62, 12, 12, 1
-18.806, -19.977, 0, -58.632, -178.02, 62, 12, 12, 1
-18.806, -19.477, 0, -58.562, 140.93, 62, 12, 12, 1
-18.806, -18.977, 0, -58.492, 91.283, 62, 12, 12, 1
-18.806, -18.477, 0, -58.421, 32.924, 62, 12, 12, 1
-18.806, -17.977, 0, -58.349, -34.274, 62, 12, 12, 1
-18.806, -17.477, 0, -58.277, -110.44, 63, 12, 12, 1
-18.806, -16.977, 0, -58.203, 164.31, 63, 12, 12, 1
-18.806, -16.477, 0, -58.13, 69.848, 63, 12, 12, 1
-18.306, -24.477, 0, -59.184, 153.74, 62, 12, 12, 1
-18.306, -23.977, 0, -59.12, -170.01, 62, 12, 12, 1
-18.306, -23.477, 0, -59.054, -141.29, 62, 12, 12, 1
-18.306, -22.977, 0, -58.989, -120.21, 62, 12, 12, 1
-18.306, -22.477, 0, -58.922, -106.89, 62, 12, 12, 1
-18.306, -21.977, 0, -58.855, -101.45, 62, 12, 12, 1
-18.306, -21.477, 0, -58.788, -104, 62, 12, 12, 1
-18.306, -20.977, 0, -58.72, -114.67, 62, 12, 12, 1
-18.306, -20.477, 0, -58.651, -133.58, 62, 12, 12, 1
-18.306, -19.977, 0, -58.582, -160.86, 62, 12, 12, 1
-18.306, -19.477, 0, -58.512, 163.38, 62, 12, 12, 1
-18.306, -18.977, 0, -58.441, 119.02, 62, 12, 12, 1
-18.306, -18.477, 0, -58.37, 65.914, 62, 12, 12, 1
-18.306, -17.977, 0, -58.298, 3.9517, 62, 12, 12, 1
-18.306, -17.477, 0, -58.225, -66.998, 62, 12, 12, 1
-18.306, -16.977, 0, -58.152, -147.06, 63, 12, 12, 1
-18.306, -16.477, 0, -58.077, 123.63, 63, 12, 12, 1
-17.806, -24.477, 0, -59.137, 118.96, 62, 12, 12, 1
-17.806, -23.977, 0, -59.072, 160.62, 62, 12, 12, 1
-17.806, -23.477, 0, -59.007, -165.25, 62, 12, 12, 1
-17.806, -22.977, 0, -58.94, -138.76, 62, 12, 12, 1
-17.806, -22.477, 0, -58.874, -120.03, 62, 12, 12, 1
-17.806, -21.977, 0, -58.807, -109.18, 62, 12, 12, 1
-17.806, -21.477, 0, -58.739, -106.34, 62, 12, 12, 1
-17.806, -20.977, 0, -58.67, -111.61, 62, 12, 12, 1
-17.806, -20.477, 0, -58.601, -125.14, 62, 12, 12, 1
-17.806, -19.977, 0, -58.532, -147.04, 62, 12, 12, 1
-17.806, -19.477, 0, -58.461, -177.44, 62, 12, 12, 1
-17.806, -18.977, 0, -58.39, 143.53, 62, 12, 12, 1
-17.806, -18.477, 0, -58.319, 95.756, 62, 12, 12, 1
-17.806, -17.977, 0, -58.246, 39.099, 62, 12, 12, 1
-17.806, -17.477, 0, -58.173, -26.567, 62, 12, 12, 1
-17.806, -16.977, 0, -58.099, -101.37, 63, 12, 12, 1
-17.806, -16.477, 0, -58.024, 174.55, 63, 12, 12, 1
-17.306, -24.477, 0, -59.09, 80.2, 62, 12, 12, 1
-17.306, -23.977, 0, -59.024, 127.32, 62, 12, 12, 1
-17.306, -23.477, 0, -58.958, 166.92, 62, 12, 12, 1
-17.306, -22.977, 0, -58.892, -161.12, 62, 12, 12, 1
-17.306, -22.477, 0, -58.825, -136.92, 62, 12, 12, 1
-17.306, -21.977, 0, -58.757, -120.6, 62, 12, 12, 1
-17.306, -21.477, 0, -58.689, -112.3, 62, 12, 12, 1
-17.306, -20.977, 0, -58.621, -112.12, 62, 12, 12, 1
-17.306, -20.477, 0, -58.551, -120.2, 62, 12, 12, 1
-17.306, -19.977, 0, -58.481, -136.66, 62, 12, 12, 1
-17.306, -19.477, 0, -58.41, -161.63, 62, 12, 12, 1
-17.306, -18.977, 0, -58.339, 164.75, 62, 12, 12, 1
-17.306, -18.477, 0, -58.267, 122.37, 62, 12, 12, 1
-17.306, -17.977, 0, -58.194, 71.093, 62, 12, 12, 1
-17.306, -17.477, 0, -58.121, 10.782, 62, 12, 12, 1
-17.306, -16.977, 0, -58.046, -58.692, 63, 12, 12, 1
-17.306, -16.477, 0, -57.971, -137.46, 63, 12, 12, 1
-16.806, -24.477, 0, -59.042, 37.362, 62, 12, 12, 1
-16.806, -23.977, 0, -58.976, 90.007, 62, 12, 12, 1
-16.806, -23.477, 0, -58.91, 135.13, 62, 12, 12, 1
-16.806, -22.977, 0, -58.843, 172.62, 62, 12, 12, 1
-16.806, -22.477, 0, -58.776, -157.65, 62, 12, 12, 1
-16.806, -21.977, 0, -58.708, -135.8, 62, 12, 12, 1
-16.806, -21.477, 0, -58.639, -121.97, 62, 12, 12, 1
-16.806, -20.977, 0, -58.57, -116.27, 62, 12, 12, 1
